71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,14,7,41,9,95,6,99,78,53,90,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,30,3,37,23,79,94,56,81,52,4
27,70,1,45,8,44,54,67,46,17,71,51,76,57,34,48,26,58,60,74,93,72,47,49,32,20,73,89,80,59,39,19,11,66,22,13,75,21,10,25,61,5,55,18,86,64,62,2,15,69,84,83,50,38,85,12,36,35,63,40,92,88,77,33,68,82,42,65,43,98,24,96,97,87,28,31,16,29,91,0,14,7,41,9,95,6,99,78,53,90
